lead_id,fecha_lead,industria,programa_producto_interes,tipo_campana,fuente_meta,dispositivo,hora_generacion,cargo_lead,empresa_lead,ciudad,urgencia_compra,interaccion_previa,horas_hasta_contacto,lead_respondio,intentos_contacto,observacion_asesor,status,compro
L1126,2025-10-13,Educación,Licitaciones Exitosas,Lead Form,Ambas Plataformas,Mobile,Noche (6pm-12am),Contador,Empresa 242,Bucaramanga,5,No,49,No contactado,4,Ya contrató con otro,NC,No
L1127,2025-07-01,Educación,Facebook Ads Profesional,WhatsApp,Facebook,Mobile,Tarde (12pm-6pm),Coordinador,Empresa 445,Cartagena,5,No,4,Sí,4,seguimiento,AP,Sí
L1128,2025-08-31,Educación,Actualización Tributaria,Lead Form,Instagram,Desktop,Tarde (12pm-6pm),Profesional Independiente,Empresa 247,Cartagena,6,No,23,No,4,Ya contrató con otro,NC,No
L1129,2025-07-12,Educación,Bootcamp Liderazgo,WhatsApp,Instagram,Mobile,Tarde (12pm-6pm),Auxiliar,Empresa 88,Cúcuta,7,No,13,Sí,7,Ya contrató con otro,NI,No
L1130,2025-10-25,Seguros,Seguro de Vida,WhatsApp,Facebook,Mobile,Mañana (6am-12pm),Jefe,Empresa 113,Barranquilla,10,No,3,Sí,1,seguimiento,AP,Sí
L1131,2025-10-02,Seguros,Seguro de Moto,Lead Form,Instagram,Mobile,Noche (6pm-12am),Administrador,Empresa 426,Pasto,10,Sí,30,No contactado,6,Número sin WhatsApp,NC,No
L1132,2025-06-28,Educación,Excel Intermedio y Avanzado,Lead Form,Instagram,Mobile,Tarde (12pm-6pm),Profesional Independiente,Empresa 211,Cali,8,No,119,Sí,3,No contesta,SG,No
L1133,2025-06-11,Educación,Contratación Estatal,WhatsApp,Facebook,Mobile,Mañana (6am-12pm),Profesional Independiente,Empresa 308,Pasto,9,No,40,Sí,5,seguimiento,AP,Sí
L1134,2025-08-03,Ropa Deportiva,Ropa Ciclismo - Pantalón,WhatsApp,Facebook,Mobile,Mañana (6am-12pm),Gerente,Empresa 74,Cali,4,No,139,Sí,5,Contactar próxima semana,NC,No
L1135,2025-09-08,Seguros,Seguro de Vida,Lead Form,Instagram,Mobile,Mañana (6am-12pm),Empresario,Empresa 407,Medellín,5,No,48,No contactado,7,No le interesa,NC,No
L1136,2025-08-20,Educación,Actualización Tributaria,WhatsApp,Instagram,Mobile,Mañana (6am-12pm),Empresario,Empresa 299,Ibagué,5,No,101,No contactado,2,Pendiente pago,NC,No
L1137,2025-10-01,Ropa Deportiva,Ropa Ciclismo - Pantalón,Messenger,Ambas Plataformas,Mobile,Tarde (12pm-6pm),Administrador,Empresa 421,Pereira,8,No,26,Sí,1,Precio muy alto,SG,No
L1138,2025-08-01,Ropa Deportiva,Ropa Ciclismo - Pantalón,Lead Form,Instagram,Mobile,Noche (6pm-12am),Supervisor,Empresa 393,Bucaramanga,9,No,3,Sí,3,seguimiento,AP,Sí
L1139,2025-05-25,Educación,Facebook Ads Profesional,Lead Form,Ambas Plataformas,Mobile,Mañana (6am-12pm),Analista,Empresa 94,Manizales,7,No,109,No,6,Llamar nuevamente,NI,No
L1140,2025-08-05,Educación,Facebook Ads Profesional,Lead Form,Instagram,Mobile,Mañana (6am-12pm),Jefe,Empresa 320,Armenia,5,No,19,Sí,4,Desea cotización,SG,No
L1141,2025-08-09,Seguros,Seguro de Auto,Messenger,Facebook,Mobile,Tarde (12pm-6pm),Asistente,Empresa 338,Bucaramanga,3,No,5,No,1,Contactar próxima semana,SG,No
L1142,2025-10-22,Educación,Excel Intermedio y Avanzado,WhatsApp,Facebook,Mobile,Noche (6pm-12am),Supervisor,Empresa 262,Ibagué,1,No,124,Sí,1,No le interesa,SG,No
L1143,2025-10-20,Ropa Deportiva,Accesorios Ciclismo,Lead Form,Instagram,Mobile,Tarde (12pm-6pm),Administrador,Empresa 136,Cali,9,No,34,Sí,3,No es urgente ahora,SG,No
L1144,2025-11-09,Educación,IA Generativa para Empresas,Lead Form,Instagram,Desktop,Tarde (12pm-6pm),Auxiliar,Empresa 86,Bucaramanga,5,Sí,4,No,7,No tiene recurso,NC,No
L1145,2025-09-27,Seguros,Todo Riesgo Empresarial,WhatsApp,Facebook,Desktop,Tarde (12pm-6pm),Auxiliar,Empresa 371,Villavicencio,9,No,0,Sí,6,seguimiento,AP,Sí
L1146,2025-07-02,Educación,Información Exógena,Messenger,Facebook,Mobile,Tarde (12pm-6pm),Administrador,Empresa 352,Neiva,10,Sí,8,No contactado,7,Información enviada,NI,No
L1147,2025-09-16,Educación,Facebook Ads Profesional,Messenger,Ambas Plataformas,Mobile,Mañana (6am-12pm),Empresario,Empresa 176,Armenia,4,Sí,46,Sí,7,MSJW,SG,No
L1148,2025-10-09,Ropa Deportiva,Ropa Ciclismo - Pantalón,Lead Form,Instagram,Mobile,Noche (6pm-12am),Profesional Independiente,Empresa 473,Barranquilla,5,No,3,Sí,2,Ya contrató con otro,SG,No
L1149,2025-09-25,Educación,Licitaciones Exitosas,Messenger,Instagram,Mobile,Tarde (12pm-6pm),Especialista,Empresa 233,Medellín,4,No,2,No contactado,7,NO CONTESTA,NI,No
L1150,2025-08-21,Ropa Deportiva,Ropa Ciclismo - Conjunto,Messenger,Instagram,Desktop,Tarde (12pm-6pm),Coordinador,Empresa 306,Barranquilla,2,Sí,11,Sí,6,Llamar nuevamente,NI,No
L1151,2025-08-18,Educación,Preparación de Renta Personas Naturales,Lead Form,Facebook,Mobile,Noche (6pm-12am),Analista,Empresa 303,Cali,1,No,1,No,2,Pendiente decisión gerencia,SG,No
L1152,2025-10-13,Educación,IA Generativa para Empresas,Messenger,Facebook,Mobile,Noche (6pm-12am),Contador,Empresa 36,Bogotá,8,Sí,53,Sí,2,Pendiente pago,NC,No
L1153,2025-10-11,Educación,IA Generativa para Empresas,Lead Form,Facebook,Mobile,Mañana (6am-12pm),Analista,Empresa 118,Pasto,4,No,2,Sí,4,seguimiento,AP,Sí
L1154,2025-08-29,Educación,Información Exógena,Lead Form,Facebook,Mobile,Tarde (12pm-6pm),Gerente,Empresa 194,Cali,5,No,113,No,4,NO CONTESTA,NI,No
L1155,2025-09-18,Ropa Deportiva,Accesorios Ciclismo,Lead Form,Instagram,Mobile,Mañana (6am-12pm),Analista,Empresa 198,Medellín,6,No,39,Sí,3,Ya contrató con otro,NI,No
L1156,2025-08-15,Educación,Contratación Estatal,Messenger,Instagram,Mobile,Mañana (6am-12pm),Profesional Independiente,Empresa 68,Villavicencio,8,No,4,No contactado,6,No aplica,NI,No
L1157,2025-07-12,Educación,Preparación de Renta Personas Naturales,WhatsApp,Instagram,Mobile,Noche (6pm-12am),Asistente,Empresa 56,Armenia,8,No,1,No,7,Revisión de Info,SG,No
L1158,2025-11-19,Ropa Deportiva,Ropa Ciclismo - Conjunto,Messenger,Ambas Plataformas,Desktop,Noche (6pm-12am),Profesional Independiente,Empresa 9,Neiva,7,No,48,Sí,2,MSJW,SG,No
L1159,2025-07-25,Ropa Deportiva,Accesorios Ciclismo,Messenger,Facebook,Tablet,Madrugada (12am-6am),Especialista,Empresa 104,Ibagué,4,No,0,No,3,Pendiente pago,NC,No
L1160,2025-10-18,Seguros,Seguro de Vida,WhatsApp,Instagram,Mobile,Tarde (12pm-6pm),Asesor,Empresa 268,Pereira,6,No,74,No,2,Precio muy alto,NI,No
L1161,2025-08-31,Ropa Deportiva,Accesorios Ciclismo,Messenger,Instagram,Mobile,Mañana (6am-12pm),Empresario,Empresa 441,Valledupar,4,No,30,Sí,1,No es urgente ahora,NC,No
L1162,2025-07-23,Educación,IA Generativa para Empresas,WhatsApp,Ambas Plataformas,Mobile,Mañana (6am-12pm),Asistente,Empresa 466,Barranquilla,7,No,4,Sí,5,seguimiento,AP,Sí
L1163,2025-09-07,Educación,Información Exógena,WhatsApp,Facebook,Mobile,Noche (6pm-12am),Director,Empresa 259,Cali,1,No,0,Sí,5,Desea cotización,SG,No
L1164,2025-06-05,Educación,Power BI Empresarial,Lead Form,Instagram,Mobile,Tarde (12pm-6pm),Asistente,Empresa 351,Ibagué,5,No,168,Sí,2,Se programa llamada,SG,No
L1165,2025-08-14,Educación,Power BI Empresarial,WhatsApp,Instagram,Mobile,Tarde (12pm-6pm),Analista,Empresa 215,Neiva,10,Sí,19,No,3,Pendiente pago,SG,No
L1166,2025-09-23,Ropa Deportiva,Ropa Ciclismo - Jersey,Messenger,Facebook,Mobile,Noche (6pm-12am),Especialista,Empresa 424,Barranquilla,10,No,24,No,4,Número sin WhatsApp,SG,No
L1167,2025-11-21,Ropa Deportiva,Ropa Ciclismo - Jersey,Messenger,Facebook,Mobile,Noche (6pm-12am),Analista,Empresa 77,Cali,4,No,126,No contactado,6,Ya contrató con otro,NI,No
L1168,2025-08-30,Educación,Licitaciones Exitosas,Lead Form,Instagram,Mobile,Noche (6pm-12am),Analista,Empresa 311,Medellín,7,No,6,Sí,2,seguimiento,AP,Sí
L1169,2025-08-31,Seguros,Seguro de Vida,WhatsApp,Instagram,Mobile,Mañana (6am-12pm),Director,Empresa 50,Barranquilla,9,No,2,Sí,2,Pendiente decisión gerencia,SG,No
L1170,2025-11-10,Educación,Bootcamp Liderazgo,WhatsApp,Facebook,Mobile,Noche (6pm-12am),Empresario,Empresa 91,Cali,5,No,115,No,6,Contactar próxima semana,NC,No
L1171,2025-11-07,Educación,Contratación Estatal,Lead Form,Instagram,Mobile,Noche (6pm-12am),Contador,Empresa 244,Valledupar,4,Sí,3,No,7,No aplica,NC,No
L1172,2025-07-02,Ropa Deportiva,Ropa Ciclismo - Conjunto,Llamada Directa,Facebook,Tablet,Tarde (12pm-6pm),Supervisor,Empresa 462,Armenia,9,No,69,No,4,Contactar próxima semana,NI,No
L1173,2025-09-28,Ropa Deportiva,Accesorios Ciclismo,Lead Form,Instagram,Mobile,Tarde (12pm-6pm),Consultor,Empresa 315,Neiva,5,No,116,Sí,2,Sin respuesta WhatsApp,SG,No
L1174,2025-06-03,Educación,Bootcamp Liderazgo,WhatsApp,Facebook,Mobile,Tarde (12pm-6pm),Jefe,Empresa 308,Medellín,9,No,2,Sí,1,Llamar nuevamente,SG,No
L1175,2025-06-26,Educación,Información Exógena,Lead Form,Ambas Plataformas,Desktop,Madrugada (12am-6am),Empresario,Empresa 20,Ibagué,8,No,0,Sí,4,No le interesa,SG,No
L1176,2025-09-30,Ropa Deportiva,Accesorios Ciclismo,Lead Form,Facebook,Tablet,Mañana (6am-12pm),Supervisor,Empresa 450,Valledupar,4,No,156,No contactado,1,Precio muy alto,NC,No
L1177,2025-10-23,Seguros,ARL,Messenger,Facebook,Mobile,Tarde (12pm-6pm),Analista,Empresa 402,Ibagué,7,No,94,Sí,5,No es urgente ahora,NI,No
L1178,2025-08-17,Educación,Licitaciones Exitosas,WhatsApp,Facebook,Desktop,Mañana (6am-12pm),Administrador,Empresa 273,Pereira,5,No,29,No contactado,6,No le interesa,NI,No
L1179,2025-06-19,Educación,Actualización Tributaria,Messenger,Facebook,Mobile,Noche (6pm-12am),Supervisor,Empresa 258,Bucaramanga,10,Sí,11,No,4,Pendiente decisión gerencia,SG,No
L1180,2025-09-14,Seguros,Seguro de Vida,Lead Form,Instagram,Mobile,Mañana (6am-12pm),Empresario,Empresa 386,Bogotá,4,No,4,Sí,7,seguimiento,AP,Sí
L1181,2025-06-19,Educación,Power BI Empresarial,Llamada Directa,Facebook,Mobile,Mañana (6am-12pm),Gerente,Empresa 61,Armenia,5,No,102,No,4,Llamar nuevamente,NC,No
L1182,2025-10-06,Educación,Bootcamp Liderazgo,WhatsApp,Instagram,Mobile,Tarde (12pm-6pm),Auxiliar,Empresa 48,Medellín,5,No,3,No contactado,3,Sin respuesta WhatsApp,NC,No
L1183,2025-09-18,Educación,Información Exógena,Lead Form,Facebook,Mobile,Noche (6pm-12am),Auxiliar,Empresa 247,Barranquilla,9,Sí,18,No contactado,3,Información enviada,SG,No
L1184,2025-05-28,Ropa Deportiva,Ropa Ciclismo - Pantalón,Messenger,Facebook,Mobile,Mañana (6am-12pm),Administrador,Empresa 338,Ibagué,9,No,2,Sí,6,seguimiento,AP,Sí
L1185,2025-06-30,Educación,Licitaciones Exitosas,WhatsApp,Facebook,Mobile,Mañana (6am-12pm),Jefe,Empresa 67,Valledupar,6,No,39,Sí,7,Ya contrató con otro,SG,No
L1186,2025-09-06,Ropa Deportiva,Accesorios Ciclismo,Messenger,Facebook,Mobile,Noche (6pm-12am),Jefe,Empresa 462,Pasto,4,No,138,Sí,4,Llamar nuevamente,NI,No
L1187,2025-11-08,Ropa Deportiva,Ropa Ciclismo - Jersey,Lead Form,Facebook,Mobile,Tarde (12pm-6pm),Asesor,Empresa 309,Neiva,2,No,9,Sí,5,Información enviada,SG,No
L1188,2025-07-03,Educación,Información Exógena,WhatsApp,Instagram,Mobile,Noche (6pm-12am),Contador,Empresa 277,Armenia,3,No,1,No,7,Sin respuesta WhatsApp,NI,No
L1189,2025-06-13,Ropa Deportiva,Ropa Ciclismo - Conjunto,WhatsApp,Instagram,Mobile,Mañana (6am-12pm),Especialista,Empresa 424,Medellín,2,No,4,No contactado,2,Se envía información vía WhatsApp,NI,No
L1190,2025-09-22,Educación,Facebook Ads Profesional,Lead Form,Instagram,Mobile,Tarde (12pm-6pm),Gerente,Empresa 1,Medellín,5,No,47,Sí,6,Revisión de Info,SG,No
L1191,2025-07-31,Educación,Excel Intermedio y Avanzado,WhatsApp,Instagram,Desktop,Mañana (6am-12pm),Profesional Independiente,Empresa 460,Barranquilla,6,No,22,No,7,MSJW,NC,No
L1192,2025-08-19,Educación,Actualización Tributaria,Lead Form,Instagram,Desktop,Mañana (6am-12pm),Empresario,Empresa 481,Medellín,5,Sí,5,No,6,No tiene recurso,NI,No
L1193,2025-10-31,Ropa Deportiva,Ropa Ciclismo - Conjunto,WhatsApp,Facebook,Mobile,Noche (6pm-12am),Asistente,Empresa 397,Villavicencio,2,Sí,21,Sí,7,Información enviada,NI,No
L1194,2025-11-18,Educación,Preparación de Renta Personas Naturales,Lead Form,Instagram,Mobile,Tarde (12pm-6pm),Asistente,Empresa 348,Manizales,5,No,2,Sí,3,seguimiento,AP,Sí
L1195,2025-09-03,Educación,Excel Intermedio y Avanzado,WhatsApp,Ambas Plataformas,Mobile,Noche (6pm-12am),Profesional Independiente,Empresa 333,Armenia,9,Sí,150,No,5,Desea cotización,NI,No
L1196,2025-11-07,Educación,Preparación de Renta Personas Naturales,Messenger,Instagram,Mobile,Tarde (12pm-6pm),Asesor,Empresa 221,Cali,4,No,45,No contactado,6,No aplica,NI,No
L1197,2025-06-14,Educación,Bootcamp Liderazgo,Llamada Directa,Instagram,Mobile,Tarde (12pm-6pm),Auxiliar,Empresa 268,Villavicencio,10,Sí,8,No,5,MSJW,SG,No
L1198,2025-08-17,Ropa Deportiva,Ropa Ciclismo - Conjunto,Llamada Directa,Facebook,Mobile,Tarde (12pm-6pm),Especialista,Empresa 216,Villavicencio,2,Sí,110,Sí,6,Pendiente decisión gerencia,SG,No
L1199,2025-11-13,Educación,Bootcamp Liderazgo,Lead Form,Instagram,Mobile,Madrugada (12am-6am),Profesional Independiente,Empresa 190,Ibagué,3,No,36,Sí,3,No es urgente ahora,NC,No
L1200,2025-10-08,Ropa Deportiva,Accesorios Ciclismo,WhatsApp,Instagram,Mobile,Tarde (12pm-6pm),Empresario,Empresa 448,Ibagué,3,Sí,10,Sí,2,seguimiento,AP,Sí
L1201,2025-08-30,Ropa Deportiva,Ropa Ciclismo - Jersey,Messenger,Instagram,Desktop,Tarde (12pm-6pm),Supervisor,Empresa 23,Cali,9,No,5,Sí,3,seguimiento,AP,Sí
L1202,2025-08-14,Educación,Facebook Ads Profesional,WhatsApp,Ambas Plataformas,Mobile,Tarde (12pm-6pm),Gerente,Empresa 358,Armenia,4,Sí,11,No,6,MSJW,NC,No
L1203,2025-11-01,Ropa Deportiva,Ropa Ciclismo - Pantalón,WhatsApp,Facebook,Mobile,Tarde (12pm-6pm),Analista,Empresa 272,Cúcuta,1,No,162,Sí,5,NO CONTESTA,NI,No
L1204,2025-09-26,Educación,Bootcamp Liderazgo,WhatsApp,Facebook,Tablet,Tarde (12pm-6pm),Asesor,Empresa 220,Bogotá,1,No,56,No contactado,1,Pendiente decisión gerencia,NI,No
L1205,2025-10-10,Educación,Actualización Tributaria,Lead Form,Instagram,Mobile,Noche (6pm-12am),Director,Empresa 118,Pasto,7,No,14,No,3,MSJW,SG,No
L1206,2025-06-03,Educación,Preparación de Renta Personas Naturales,Messenger,Instagram,Mobile,Tarde (12pm-6pm),Administrador,Empresa 481,Armenia,7,No,20,No,5,Se programa llamada,NI,No
L1207,2025-10-30,Educación,Bootcamp Liderazgo,Lead Form,Facebook,Mobile,Noche (6pm-12am),Asesor,Empresa 411,Cartagena,2,Sí,8,No contactado,7,Se programa llamada,NI,No
L1208,2025-06-11,Ropa Deportiva,Accesorios Ciclismo,Lead Form,Facebook,Mobile,Mañana (6am-12pm),Analista,Empresa 247,Medellín,9,No,23,Sí,7,Información enviada,SG,No
L1209,2025-07-24,Educación,Licitaciones Exitosas,WhatsApp,Facebook,Mobile,Noche (6pm-12am),Director,Empresa 405,Bucaramanga,9,No,16,No contactado,3,Llamar nuevamente,NC,No
L1210,2025-11-02,Educación,IA Generativa para Empresas,Llamada Directa,Facebook,Mobile,Noche (6pm-12am),Asistente,Empresa 394,Barranquilla,5,No,150,Sí,6,No tiene recurso,NC,No
L1211,2025-11-16,Seguros,Seguro de Auto,Lead Form,Instagram,Mobile,Mañana (6am-12pm),Asesor,Empresa 196,Manizales,3,No,36,Sí,7,Sin respuesta WhatsApp,NC,No
L1212,2025-08-06,Ropa Deportiva,Accesorios Ciclismo,Lead Form,Instagram,Mobile,Madrugada (12am-6am),Administrador,Empresa 180,Bucaramanga,3,No,20,Sí,5,seguimiento,AP,Sí
L1213,2025-07-22,Educación,Facebook Ads Profesional,WhatsApp,Facebook,Mobile,Tarde (12pm-6pm),Asesor,Empresa 302,Cali,3,No,113,No contactado,2,Sin respuesta WhatsApp,NI,No
L1214,2025-06-17,Educación,Información Exógena,Messenger,Facebook,Mobile,Noche (6pm-12am),Especialista,Empresa 412,Barranquilla,6,No,22,No,5,NO CONTESTA,SG,No
L1215,2025-09-13,Educación,Actualización Tributaria,Lead Form,Facebook,Mobile,Noche (6pm-12am),Jefe,Empresa 380,Barranquilla,4,No,4,No,7,Se programa llamada,SG,No
L1216,2025-06-19,Educación,Contratación Estatal,WhatsApp,Facebook,Desktop,Tarde (12pm-6pm),Supervisor,Empresa 465,Pasto,8,Sí,31,No,7,Pendiente decisión gerencia,NI,No
L1217,2025-11-03,Educación,Preparación de Renta Personas Naturales,WhatsApp,Instagram,Mobile,Mañana (6am-12pm),Empresario,Empresa 390,Valledupar,5,No,28,No contactado,4,No tiene recurso,SG,No
L1218,2025-11-21,Seguros,Seguro de Vida,Lead Form,Ambas Plataformas,Mobile,Tarde (12pm-6pm),Analista,Empresa 429,Barranquilla,1,Sí,2,Sí,1,seguimiento,AP,Sí
L1219,2025-06-19,Educación,Contratación Estatal,Lead Form,Instagram,Mobile,Mañana (6am-12pm),Asesor,Empresa 357,Ibagué,9,No,0,No contactado,6,Revisión de Info,SG,No
L1220,2025-09-15,Educación,Power BI Empresarial,WhatsApp,Facebook,Mobile,Mañana (6am-12pm),Profesional Independiente,Empresa 295,Manizales,1,No,24,No,5,No contesta,NI,No
L1221,2025-07-06,Educación,IA Generativa para Empresas,Llamada Directa,Ambas Plataformas,Mobile,Mañana (6am-12pm),Gerente,Empresa 51,Ibagué,6,No,96,No,7,Se encontraba en reunión,NI,No
L1222,2025-11-18,Seguros,Seguro de Salud,WhatsApp,Instagram,Mobile,Tarde (12pm-6pm),Gerente,Empresa 218,Medellín,1,No,34,Sí,6,Ya contrató con otro,NI,No
L1223,2025-08-09,Educación,Contratación Estatal,Lead Form,Instagram,Desktop,Noche (6pm-12am),Auxiliar,Empresa 69,Cartagena,3,No,6,No,3,No tiene recurso,SG,No
L1224,2025-06-01,Educación,Información Exógena,Messenger,Instagram,Desktop,Mañana (6am-12pm),Asesor,Empresa 131,Pereira,10,Sí,48,No contactado,3,NO CONTESTA,SG,No
L1225,2025-06-05,Seguros,Seguro de Auto,Lead Form,Facebook,Mobile,Mañana (6am-12pm),Gerente,Empresa 245,Pasto,5,No,2,No,5,Se envía información vía WhatsApp,NC,No
L1226,2025-08-16,Seguros,ARL,Lead Form,Facebook,Mobile,Tarde (12pm-6pm),Gerente,Empresa 393,Manizales,10,No,149,No contactado,4,Se envía información vía WhatsApp,NC,No
L1227,2025-06-08,Educación,Licitaciones Exitosas,WhatsApp,Facebook,Mobile,Mañana (6am-12pm),Jefe,Empresa 120,Villavicencio,7,No,33,Sí,7,No tiene recurso,NI,No
L1228,2025-08-08,Educación,Excel Intermedio y Avanzado,WhatsApp,Facebook,Mobile,Mañana (6am-12pm),Profesional Independiente,Empresa 466,Valledupar,10,No,39,No,5,Precio muy alto,NC,No
L1229,2025-08-24,Ropa Deportiva,Ropa Ciclismo - Pantalón,Llamada Directa,Facebook,Mobile,Mañana (6am-12pm),Asistente,Empresa 440,Bucaramanga,8,No,41,No contactado,2,Ya contrató con otro,NC,No
L1230,2025-08-28,Seguros,Seguro de Auto,Lead Form,Instagram,Mobile,Noche (6pm-12am),Gerente,Empresa 43,Neiva,9,No,8,No,4,NO CONTESTA,SG,No
L1231,2025-09-12,Educación,Facebook Ads Profesional,Messenger,Instagram,Mobile,Noche (6pm-12am),Asistente,Empresa 146,Medellín,6,No,52,No,7,Desea cotización,NC,No
L1232,2025-07-01,Ropa Deportiva,Ropa Ciclismo - Jersey,WhatsApp,Instagram,Mobile,Tarde (12pm-6pm),Jefe,Empresa 307,Armenia,9,No,160,No,7,Número sin WhatsApp,NC,No
L1233,2025-07-26,Ropa Deportiva,Ropa Ciclismo - Pantalón,WhatsApp,Facebook,Mobile,Noche (6pm-12am),Gerente,Empresa 449,Cali,8,No,97,No contactado,6,Contactar próxima semana,NI,No
L1234,2025-10-07,Seguros,Seguro de Vida,WhatsApp,Ambas Plataformas,Desktop,Tarde (12pm-6pm),Administrador,Empresa 279,Villavicencio,9,No,36,No contactado,5,Revisión de Info,NC,No
L1235,2025-09-07,Educación,Actualización Tributaria,Lead Form,Ambas Plataformas,Mobile,Noche (6pm-12am),Empresario,Empresa 210,Cartagena,10,No,9,Sí,7,MSJW,SG,No
L1236,2025-10-16,Seguros,Seguro de Vida,WhatsApp,Instagram,Mobile,Noche (6pm-12am),Auxiliar,Empresa 132,Medellín,4,No,2,No contactado,6,Revisión de Info,SG,No
L1237,2025-11-15,Ropa Deportiva,Ropa Ciclismo - Conjunto,Messenger,Ambas Plataformas,Mobile,Tarde (12pm-6pm),Analista,Empresa 97,Cúcuta,9,No,48,Sí,7,Se programa llamada,SG,No
L1238,2025-07-10,Educación,Facebook Ads Profesional,Lead Form,Instagram,Desktop,Tarde (12pm-6pm),Consultor,Empresa 3,Armenia,7,Sí,13,Sí,1,seguimiento,AP,Sí
L1239,2025-07-07,Educación,Bootcamp Liderazgo,Llamada Directa,Ambas Plataformas,Mobile,Mañana (6am-12pm),Empresario,Empresa 364,Cartagena,5,No,28,No contactado,4,Número sin WhatsApp,NC,No
L1240,2025-07-08,Educación,Preparación de Renta Personas Naturales,WhatsApp,Facebook,Mobile,Tarde (12pm-6pm),Coordinador,Empresa 381,Cúcuta,5,No,20,Sí,5,Ya contrató con otro,SG,No
L1241,2025-06-14,Educación,Actualización Tributaria,Messenger,Facebook,Mobile,Noche (6pm-12am),Administrador,Empresa 405,Armenia,1,Sí,27,No contactado,1,No es urgente ahora,NC,No
L1242,2025-10-28,Educación,Contratación Estatal,Messenger,Facebook,Mobile,Tarde (12pm-6pm),Contador,Empresa 4,Manizales,2,No,39,Sí,5,Contactar próxima semana,NI,No
L1243,2025-08-30,Educación,Información Exógena,Messenger,Facebook,Desktop,Noche (6pm-12am),Gerente,Empresa 296,Pasto,10,No,45,Sí,2,Sin respuesta WhatsApp,SG,No
L1244,2025-10-30,Seguros,Todo Riesgo Empresarial,Messenger,Facebook,Mobile,Madrugada (12am-6am),Asistente,Empresa 268,Cúcuta,3,No,39,No,3,Sin respuesta WhatsApp,NI,No
L1245,2025-11-15,Seguros,Seguro de Vida,Messenger,Instagram,Mobile,Mañana (6am-12pm),Contador,Empresa 61,Neiva,8,No,29,Sí,6,NO CONTESTA,NC,No
L1246,2025-07-25,Ropa Deportiva,Ropa Ciclismo - Jersey,Lead Form,Instagram,Desktop,Noche (6pm-12am),Director,Empresa 267,Armenia,6,No,36,Sí,5,seguimiento,AP,Sí
L1247,2025-09-29,Educación,Facebook Ads Profesional,WhatsApp,Instagram,Mobile,Noche (6pm-12am),Gerente,Empresa 4,Villavicencio,10,No,20,Sí,4,seguimiento,AP,Sí
L1248,2025-10-21,Ropa Deportiva,Ropa Ciclismo - Conjunto,WhatsApp,Facebook,Mobile,Madrugada (12am-6am),Coordinador,Empresa 193,Cartagena,5,No,35,Sí,5,Precio muy alto,NI,No
L1249,2025-06-30,Ropa Deportiva,Accesorios Ciclismo,Messenger,Instagram,Mobile,Madrugada (12am-6am),Jefe,Empresa 336,Armenia,1,No,84,Sí,5,Contactar próxima semana,NI,No
L1250,2025-07-23,Educación,Licitaciones Exitosas,Lead Form,Instagram,Tablet,Noche (6pm-12am),Especialista,Empresa 106,Neiva,9,No,8,Sí,5,Pendiente decisión gerencia,SG,No
L1251,2025-09-20,Ropa Deportiva,Accesorios Ciclismo,Messenger,Facebook,Mobile,Mañana (6am-12pm),Auxiliar,Empresa 353,Bucaramanga,3,No,28,No,7,No le interesa,NI,No
L1252,2025-11-04,Educación,Power BI Empresarial,Lead Form,Instagram,Mobile,Noche (6pm-12am),Coordinador,Empresa 412,Medellín,3,No,92,Sí,5,Se programa llamada,NC,No
L1253,2025-07-29,Educación,Actualización Tributaria,WhatsApp,Facebook,Mobile,Mañana (6am-12pm),Asistente,Empresa 162,Cartagena,2,No,122,No,7,Precio muy alto,NI,No
L1254,2025-09-19,Ropa Deportiva,Ropa Ciclismo - Conjunto,WhatsApp,Facebook,Mobile,Noche (6pm-12am),Jefe,Empresa 210,Bucaramanga,4,No,2,No contactado,4,Se encontraba en reunión,NC,No
L1255,2025-07-29,Seguros,Seguro de Salud,Lead Form,Ambas Plataformas,Mobile,Noche (6pm-12am),Asesor,Empresa 186,Armenia,2,Sí,11,No,4,No contesta,NC,No
L1256,2025-11-11,Educación,Power BI Empresarial,Lead Form,Facebook,Mobile,Tarde (12pm-6pm),Supervisor,Empresa 55,Armenia,9,No,19,No contactado,5,No le interesa,NC,No
L1257,2025-05-27,Seguros,Seguro de Salud,WhatsApp,Instagram,Tablet,Tarde (12pm-6pm),Analista,Empresa 80,Villavicencio,10,No,9,Sí,7,No le interesa,SG,No
L1258,2025-09-21,Educación,IA Generativa para Empresas,Lead Form,Ambas Plataformas,Mobile,Tarde (12pm-6pm),Jefe,Empresa 219,Barranquilla,7,No,31,Sí,3,Se envía información vía WhatsApp,SG,No
L1259,2025-08-06,Educación,Bootcamp Liderazgo,WhatsApp,Instagram,Mobile,Tarde (12pm-6pm),Gerente,Empresa 334,Cartagena,8,No,4,Sí,5,seguimiento,AP,Sí
L1260,2025-11-14,Educación,Excel Intermedio y Avanzado,Lead Form,Facebook,Mobile,Tarde (12pm-6pm),Contador,Empresa 300,Valledupar,3,No,46,No,6,Información enviada,SG,No
L1261,2025-10-11,Ropa Deportiva,Accesorios Ciclismo,WhatsApp,Facebook,Mobile,Noche (6pm-12am),Consultor,Empresa 130,Valledupar,6,Sí,1,No,6,Sin respuesta WhatsApp,SG,No
